q,lv2.1.6,lv2.1.9,lv2.2.11,lv2.2.12,lv2.2.2,lv2.2.3,lv2.2.6,lv3.1.26,lv4.1.6,lv4.2.11,lv4.2.8,lv4.2.9,lv4.4.14,lv4.4.1,lv4.4.2.17,lv4.4.3,lv6.1.1,lv6.2.12,lv6.2.18,lv6.2.20,lv6.2.5,lv6.4.12,lv6.4.17,lv6.4.1,lv6.5.2,lv6.5.4,lv6.6.11,lv6.6.19,lv6.6.1,lv6.6.20,lv7.1.1,lv7.3.18,lv7.3.19,lv7.3.24,lv7.3.25,lv7.3.3,lv7.3.5,lv7.3.7,lv7.3.8,lv10.2.12,lv13.2.12,lv13.2.3,lv13.2.9,lv13.3.10,lv13.3.3,lv13.3.4,lv13.3.9,lv14.1.10,lv14.1.11,lv14.1.13,lv14.1.18,lv14.1.23,lv18.1.4,lv18.2.12,lv18.2.3,lv18.2.4,lv18.2.6,lv18.3.10,lv18.3.11,lv18.3.5,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv13,lv14,lv15,lv16,lv17,lv18,lv26,lv31,lv32,lv33,lv39,lv45,lv60,lv63,lv64,lv66,lv73,lv79,lv81,lv96,lv97,lv99,lv103,lv109,lv111,lv113,lv115,lv116,lv121,lv125,lv153,lv154,lv157,lv160,lv167,lv170
1.1,1.265431236,1.37633524,1.474148216,1.326139743,1.28524914,1.406403955,1.311812376,1.220846011,1.433429225,1.422674875,1.376480467,1.4014067,1.43116523,1.42266141,1.473636092,1.422852819,1.268293781,1.42603074,1.347209859,1.44155524,1.502802291,1.332861772,1.472274623,1.462727366,1.26108701,1.399353623,1.183940537,1.253523703,1.140265624,1.297943893,1.219500641,1.360695136,1.400281384,1.251640804,1.443657685,1.284514176,1.227377429,1.410438713,1.186982846,1.10223188,1.31165731,1.431707509,1.354765057,1.373424564,1.384808593,1.31312453,1.342832057,1.197141446,1.174673493,1.402038534,1.059946194,1.224018102,1.387232478,1.423000358,1.198367015,1.427065938,1.401573634,1.238140478,1.176761481,1.36944523,1.121079821,1.12248378,1.092557981,1.107739241,1.100747669,1.106832508,1.114234897,1.088523359,1.109616734,1.20661088,1.134497066,1.104224591,1.149405018,1.120431123,1.131809883,1.133469801,1.139547932,1.170165282,1.150511216,1.140361717,1.224628508,1.140919285,1.139422131,1.177977593,1.136819253,1.114068639,1.156522957,1.102517191,1.083702834,1.136549878,1.148488715,1.164776249,1.153434504,1.164841699,1.238953351,1.119309983,1.216392714,1.18821342,1.155512276,1.147895678,1.120468424,1.168512435,1.269980941,1.158463794,1.147652678
1.21,1.260927721,1.371002912,1.472519554,1.322158918,1.281377151,1.4035568,1.308544077,1.216823337,1.432449573,1.419795381,1.372708494,1.398048394,1.430205968,1.421221085,1.471925799,1.421191067,1.263865448,1.423863056,1.343511932,1.439053314,1.501069453,1.328539133,1.471254257,1.460262589,1.256584747,1.395825719,1.180461277,1.248753966,1.137248078,1.292805218,1.215482769,1.357141695,1.39766764,1.247805409,1.441586604,1.281079371,1.223375784,1.409200826,1.1838058,1.099917194,1.308496345,1.430796929,1.351048009,1.36970725,1.381370408,1.309279794,1.338013793,1.193587606,1.171365994,1.399987891,1.058460087,1.220138989,1.384722623,1.420473618,1.194765124,1.424391888,1.398330247,1.234769045,1.173302103,1.36656858,1.118557469,1.11974688,1.090432115,1.105337516,1.098457029,1.10451568,1.111632981,1.086399376,1.107209551,1.202779743,1.131660771,1.101778691,1.146252769,1.11768104,1.128949738,1.130731639,1.136547857,1.166776877,1.147186607,1.13728007,1.220365984,1.137743108,1.136298686,1.174273074,1.133750271,1.111436029,1.153204078,1.100291383,1.081798332,1.133635521,1.145191743,1.161381973,1.150543292,1.161391529,1.23494788,1.116619253,1.212282565,1.18454313,1.152222435,1.144994431,1.117930542,1.165304702,1.265418047,1.155268655,1.144564638
1.32,1.256589457,1.365824775,1.47093218,1.318287781,1.277624034,1.400764364,1.30535911,1.212961536,1.431493957,1.416973946,1.369024783,1.394762347,1.429270025,1.419807527,1.470249708,1.419562353,1.259595839,1.421741363,1.339908887,1.436604163,1.499385409,1.324341416,1.470269779,1.457850928,1.252249092,1.392378823,1.177128895,1.244176161,1.134375514,1.287850395,1.21162426,1.35367101,1.395099338,1.24409897,1.439552931,1.277738775,1.219528036,1.407985163,1.180751629,1.09772029,1.305414566,1.429911587,1.347424359,1.366078032,1.378009855,1.305543625,1.333335603,1.190177285,1.168199183,1.397978062,1.057058773,1.216408237,1.382259335,1.41799608,1.191309989,1.421773341,1.39515413,1.231506603,1.169993878,1.363751505,1.116157313,1.117150032,1.088418666,1.103059275,1.096285767,1.102314718,1.109166851,1.084392615,1.104923804,1.199105093,1.128962574,1.09946308,1.14325193,1.115072392,1.126231674,1.128121901,1.133693171,1.163540883,1.144024532,1.134351914,1.216280256,1.134728578,1.133332473,1.170738581,1.130833836,1.108941139,1.150043952,1.09817857,1.079994245,1.130864855,1.142059401,1.158145432,1.147779749,1.158104282,1.231098375,1.114066477,1.20834619,1.18103577,1.149088341,1.142224765,1.115516981,1.162237996,1.261029123,1.152220155,1.141623783
1.43,1.252411775,1.360798918,1.469384643,1.314524565,1.273987278,1.398025892,1.302256041,1.209255162,1.430561349,1.414209513,1.365428256,1.391547535,1.428356395,1.418419893,1.468606781,1.41796564,1.25548067,1.419664327,1.336399122,1.434206493,1.497748388,1.320266415,1.469319657,1.455490993,1.248075445,1.389011623,1.173937768,1.239784076,1.131641088,1.283075068,1.207919855,1.350282066,1.392575994,1.240518331,1.437555853,1.274490821,1.215829404,1.40679097,1.177816177,1.095635023,1.302410585,1.429050429,1.343892626,1.362535748,1.374725789,1.301914024,1.328795572,1.186905394,1.165167567,1.396007949,1.055736942,1.212821191,1.379841907,1.415566745,1.187996264,1.419209046,1.3920444,1.228350546,1.166830677,1.36099314,1.113873172,1.114685773,1.086511286,1.100897801,1.09422731,1.100223529,1.106829073,1.082496125,1.102753063,1.195581327,1.126395549,1.097270457,1.140395196,1.112597699,1.12364844,1.125634484,1.130976796,1.160450673,1.141017218,1.131569481,1.212364978,1.131867343,1.130515502,1.16736679,1.128062422,1.10657647,1.147035041,1.096172605,1.078284859,1.128230625,1.139083453,1.155059461,1.145138174,1.15497239,1.227399389,1.111644325,1.204577008,1.177684409,1.146102757,1.139580673,1.113221372,1.159306212,1.256808614,1.149311663,1.13882306
1.54,1.248389921,1.355923163,1.467875547,1.310867395,1.270464288,1.395340618,1.29923339,1.205698766,1.429650768,1.41150103,1.361917763,1.388402904,1.427464124,1.417057371,1.466996019,1.416399934,1.25151556,1.417630659,1.33298098,1.431859038,1.496156682,1.316311805,1.468402426,1.453181429,1.244059097,1.385722775,1.170882344,1.235571435,1.129038172,1.278474672,1.204364274,1.346973779,1.390097115,1.237060255,1.435594574,1.271333862,1.212275063,1.405617528,1.174995313,1.093655508,1.29948298,1.428212444,1.34045127,1.359079165,1.371517028,1.298388906,1.324391569,1.183766879,1.162265737,1.394076494,1.054489607,1.209373167,1.377469632,1.413184635,1.184818654,1.416697779,1.389000149,1.225298207,1.163806484,1.358292605,1.111699122,1.11234697,1.084703952,1.098846699,1.092275399,1.098236297,1.104612557,1.080703332,1.100691188,1.192202876,1.123953045,1.095193879,1.137675513,1.110249802,1.121193076,1.123263502,1.128391904,1.157499784,1.138157132,1.128925299,1.208613824,1.129151377,1.127840086,1.164150532,1.125428767,1.104334864,1.144170052,1.094267642,1.076664765,1.125725858,1.136255957,1.152117095,1.142613048,1.151988508,1.223845508,1.10934579,1.200968501,1.17448227,1.143258664,1.137056345,1.111037618,1.15650341,1.252750932,1.146536742,1.136155658
1.65,1.244519083,1.351195096,1.466403539,1.307314306,1.267052396,1.39270777,1.296289643,1.202286924,1.428761283,1.408847456,1.358492084,1.385327375,1.426592301,1.415719188,1.465416457,1.414864277,1.247696063,1.415639114,1.32965275,1.429560559,1.494608641,1.312475158,1.467516685,1.450920912,1.240195256,1.38251091,1.167957168,1.231531934,1.126560368,1.274044473,1.200952247,1.343745005,1.3876622,1.23372144,1.433668321,1.268266179,1.208860174,1.404464152,1.172284947,1.091776125,1.2966303,1.427396669,1.33709869,1.355706983,1.368382359,1.294966119,1.32012127,1.180756741,1.159488392,1.392182672,1.053312095,1.206059474,1.375141806,1.410848788,1.181771939,1.41423834,1.386020439,1.222346876,1.16091541,1.355649005,1.109629501,1.110126817,1.082990958,1.096899889,1.09042409,1.096347476,1.102510558,1.079008035,1.09873233,1.188964228,1.121628687,1.093226752,1.135086085,1.108021861,1.118858915,1.121003287,1.125931925,1.154681936,1.135436996,1.126412199,1.205020518,1.126572985,1.125298846,1.161082811,1.122925878,1.102209502,1.141441944,1.092458131,1.075128846,1.12334387,1.133569275,1.149311587,1.140199041,1.149145533,1.220431381,1.10716418,1.197514235,1.17142275,1.140549272,1.13464617,1.108959893,1.153823828,1.248850487,1.143889159,1.133615015
1.76,1.240794423,1.346612093,1.464967318,1.303863251,1.263748879,1.390126566,1.293423255,1.19901426,1.427892007,1.406247757,1.355149938,1.382319847,1.425740064,1.414404601,1.463867163,1.413357754,1.244017691,1.413688491,1.326412683,1.427309846,1.493102675,1.308753959,1.466661093,1.448708152,1.236479086,1.379374636,1.165156892,1.227659279,1.124201509,1.269779605,1.197678539,1.340594541,1.385270737,1.23049854,1.431776336,1.265285997,1.205579906,1.40333019,1.169681044,1.089991511,1.293851068,1.426602183,1.333833243,1.352417851,1.365320538,1.29164345,1.315982185,1.177870052,1.156830346,1.390325498,1.052200026,1.202875443,1.372857729,1.408558258,1.178850991,1.411829555,1.383104312,1.219493814,1.158151711,1.353061435,1.107658901,1.108018836,1.081366904,1.095051594,1.088667745,1.09455179,1.10051667,1.077404385,1.096870922,1.185859948,1.119416375,1.091362822,1.132620384,1.105907352,1.116639586,1.118848399,1.123590549,1.151991044,1.132849801,1.124023318,1.201578861,1.124124808,1.122884714,1.158156824,1.12054704,1.100193902,1.138843937,1.090738806,1.073672268,1.121078266,1.13101608,1.146636414,1.137891014,1.14643661,1.21715173,1.105093124,1.194207889,1.168499433,1.137968031,1.132344748,1.106982641,1.151261888,1.245101718,1.141362896,1.131194824
1.87,1.237211097,1.34217135,1.463565628,1.300512115,1.260550974,1.387596221,1.290632655,1.195875467,1.427042096,1.403700909,1.351889991,1.3793792,1.424906589,1.413112899,1.462347239,1.411879483,1.240475943,1.41177763,1.323258993,1.425105719,1.49163725,1.30514562,1.46583437,1.446541891,1.23290573,1.376312542,1.162476296,1.223947216,1.121955671,1.26567511,1.194537968,1.337521138,1.382922207,1.227388182,1.42991788,1.262391488,1.202429458,1.402215021,1.167179634,1.088296563,1.291143791,1.425828105,1.330653242,1.349210365,1.362330299,1.288418639,1.311971679,1.175101975,1.154286547,1.388504018,1.051149298,1.199816441,1.370616704,1.406312121,1.176050784,1.409470275,1.380250789,1.216736263,1.155509803,1.350528982,1.105782169,1.106016868,1.079826687,1.093296339,1.08700102,1.092844225,1.098624813,1.075886873,1.095101676,1.182884699,1.117310289,1.08959617,1.130272152,1.103900068,1.11452901,1.116793621,1.121361734,1.149421222,1.130388808,1.121752098,1.198282755,1.121799823,1.120590937,1.155365977,1.118285817,1.09828191,1.136369523,1.089104681,1.072290468,1.118922938,1.128589357,1.144085291,1.135684026,1.143855145,1.214001376,1.103126561,1.191043273,1.165706105,1.135508636,1.130146884,1.105100569,1.148812208,1.241499113,1.138952155,1.128889038
1.98,1.233764282,1.337869907,1.462197258,1.297258729,1.257455887,1.385115943,1.287916252,1.192865327,1.426210747,1.401205898,1.348710861,1.376504296,1.424091098,1.411843403,1.460855819,1.410428621,1.237066319,1.40990541,1.320189867,1.422947024,1.49021089,1.301647499,1.465035292,1.444420904,1.229470334,1.373323206,1.159910293,1.220389563,1.119817168,1.26172597,1.19152543,1.3345235,1.380616084,1.224386983,1.428092234,1.259580782,1.199404084,1.401118053,1.164776823,1.086686424,1.288506958,1.425073598,1.327556967,1.346083079,1.359410357,1.28528939,1.308086994,1.172447773,1.15185208,1.386717314,1.050156072,1.19687789,1.368418037,1.404109468,1.173366411,1.407159376,1.377458874,1.214071459,1.152984268,1.348050723,1.103994399,1.104115065,1.078365488,1.09162894,1.08541886,1.09122002,1.096829231,1.074450318,1.093419571,1.180033256,1.115304875,1.087921197,1.128035397,1.101994107,1.112521396,1.11483396,1.119239698,1.146966795,1.128047556,1.119592285,1.195126223,1.119591338,1.118411073,1.152703895,1.116136055,1.096467693,1.13401246,1.087551036,1.070979142,1.116872065,1.126282406,1.141652173,1.133573329,1.141394803,1.210975245,1.101258734,1.188014347,1.163036761,1.133165035,1.128047597,1.103308642,1.146469598,1.238037232,1.136651362,1.126691868
2.09,1.230449193,1.333704671,1.460861042,1.294100878,1.254460811,1.382684937,1.285272442,1.189978724,1.425397199,1.398761721,1.345611123,1.373693984,1.423292846,1.410595461,1.459392068,1.409004358,1.233784348,1.408070752,1.317203471,1.420832637,1.488822172,1.298256906,1.464262691,1.442344,1.226168073,1.370405192,1.157453943,1.216980228,1.11778056,1.257927136,1.188635912,1.331600296,1.378351835,1.221491563,1.426298693,1.256851978,1.196499099,1.400038723,1.162468802,1.085156482,1.285939049,1.424337858,1.324542673,1.343034509,1.356559405,1.282253381,1.304325271,1.169902819,1.14952218,1.384964499,1.049216759,1.194055283,1.366261039,1.401949407,1.170793089,1.40489576,1.374727556,1.211496643,1.150569863,1.345625729,1.102290924,1.102307885,1.076978759,1.090044488,1.083916484,1.089674659,1.095124477,1.073089848,1.09181985,1.177300519,1.113394849,1.086332614,1.125904397,1.100183868,1.110611235,1.112964643,1.11721892,1.144622301,1.125819862,1.117537923,1.192103425,1.11749299,1.116338988,1.150164427,1.114091879,1.094745728,1.131766779,1.086073408,1.069734235,1.114920103,1.124088838,1.139331256,1.131554372,1.139049514,1.208068386,1.099484183,1.185115235,1.160485611,1.130931424,1.126042112,1.101602077,1.144229067,1.234710726,1.134455166,1.124597779
2.2,1.227261101,1.329672444,1.459555857,1.291036313,1.25156293,1.380302406,1.282699608,1.187210657,1.424600726,1.396367387,1.342589318,1.370947103,1.422511129,1.40936845,1.457955181,1.407605918,1.230625598,1.406272613,1.314297953,1.418761463,1.487469726,1.294971122,1.46351545,1.440310018,1.222994167,1.36755706,1.155102457,1.213713235,1.115840644,1.254273558,1.185864503,1.32875016,1.376128919,1.218698555,1.424536575,1.254203151,1.193709902,1.398976495,1.160251855,1.083702362,1.283438538,1.42362012,1.321608592,1.340063144,1.353776128,1.279308271,1.300683565,1.16746261,1.147292234,1.383244718,1.048328,1.191344194,1.364145023,1.399831064,1.168326172,1.402678352,1.372055812,1.20900907,1.148261524,1.343253068,1.100667315,1.100590079,1.075662217,1.088538347,1.082489379,1.088203866,1.093505403,1.071800887,1.090298005,1.17468152,1.111575185,1.084825433,1.123873692,1.098464044,1.108793295,1.111181119,1.11529414,1.142382491,1.12369982,1.11558335,1.189208675,1.115498735,1.114368849,1.147741655,1.112147688,1.093110792,1.129626774,1.084667582,1.068551927,1.113061785,1.122002571,1.137116981,1.129622794,1.136813471,1.205275977,1.097797738,1.182340234,1.158047083,1.128802252,1.124125862,1.099976334,1.142085824,1.23151435,1.132358444,1.122601493
2.31,1.224195349,1.325769943,1.458280622,1.28806276,1.248759436,1.37796755,1.280196131,1.184556254,1.423820637,1.394021915,1.339643957,1.368262482,1.421745277,1.408161772,1.456544382,1.406232554,1.227585694,1.404509991,1.311471456,1.416732433,1.486152233,1.291787407,1.462792502,1.438317832,1.219943901,1.364777365,1.152851204,1.210582737,1.113992455,1.250760206,1.183206411,1.325971702,1.373946789,1.216004623,1.422805209,1.251632357,1.191031987,1.397930857,1.158122361,1.082319918,1.281003897,1.422919653,1.318752944,1.337167443,1.351059199,1.27645171,1.29715887,1.165122769,1.145157787,1.381557147,1.047486654,1.188740293,1.362069309,1.397753583,1.165961152,1.400506103,1.369442606,1.206606017,1.14605437,1.340931804,1.099119364,1.098956679,1.074411824,1.087106137,1.081133283,1.086803591,1.091967148,1.070579138,1.088849771,1.172171436,1.109841108,1.083394948,1.121938082,1.096829607,1.107062612,1.109479044,1.113460346,1.14024233,1.121681794,1.113723188,1.186436447,1.113602841,1.112495117,1.145429897,1.110298152,1.091557949,1.127587007,1.083329578,1.067428621,1.111292105,1.120017823,1.135004029,1.127774425,1.134681126,1.20259333,1.096194502,1.179683824,1.155715825,1.126772216,1.122294482,1.098427109,1.140035273,1.228442978,1.13035629,1.120697977
2.42,1.221247364,1.321993819,1.457034295,1.28517793,1.246047532,1.375679568,1.277760386,1.182010775,1.423056277,1.391724338,1.336773525,1.365638946,1.42099465,1.406974858,1.455158926,1.404883553,1.224660329,1.402781914,1.308722114,1.414744509,1.484868427,1.288703012,1.462092828,1.436366346,1.217012635,1.362064661,1.150695713,1.207583033,1.11223126,1.247382093,1.180656967,1.323263505,1.371804896,1.213406468,1.421103946,1.249137642,1.188460947,1.396901322,1.156076803,1.081005222,1.278633597,1.422235761,1.315973937,1.334345848,1.348407284,1.273681349,1.293748132,1.162879051,1.143114542,1.379900987,1.046689789,1.18623935,1.360033219,1.395716125,1.163693663,1.398377989,1.366886897,1.204284789,1.143943707,1.338660999,1.097643086,1.097402992,1.073223779,1.085743721,1.079844178,1.085470004,1.090505125,1.069420571,1.087471118,1.169765593,1.108188091,1.082036727,1.120092618,1.095275802,1.105414477,1.107854286,1.111712772,1.138196997,1.119760421,1.111952337,1.183781385,1.111799878,1.11071254,1.143223701,1.108538207,1.090082542,1.125642295,1.08205564,1.066360935,1.109606319,1.118129103,1.13298732,1.126005281,1.132647189,1.200015903,1.09466985,1.177140671,1.153486707,1.124836256,1.120543806,1.096950322,1.138073014,1.225491612,1.128444021,1.118882443
2.53,1.218412666,1.318340677,1.455815877,1.282379525,1.243424446,1.373437661,1.275390754,1.179569621,1.422307021,1.389473701,1.33397649,1.363075313,1.420258644,1.405807158,1.453798093,1.403558229,1.221845276,1.40108745,1.306048066,1.412796676,1.483617088,1.285715187,1.461415457,1.434454495,1.214195822,1.359417506,1.148631673,1.204708577,1.110552553,1.244134293,1.178211638,1.32062414,1.369702682,1.210900834,1.419432149,1.246717051,1.18599249,1.395887425,1.154111766,1.079754558,1.276326115,1.421567777,1.313269778,1.331596788,1.345819044,1.270994842,1.290448262,1.160727349,1.141158364,1.378275471,1.045934662,1.183837245,1.358036081,1.393717866,1.161519491,1.396293007,1.364387637,1.20204273,1.141925023,1.336439714,1.096234702,1.095924585,1.072094505,1.084447202,1.078618276,1.084199485,1.08911501,1.068321404,1.086158234,1.167459468,1.106611838,1.080746596,1.118332598,1.093798137,1.103844433,1.106302913,1.110046892,1.136241882,1.117930594,1.110265963,1.181238311,1.110084706,1.10901614,1.141117852,1.106863041,1.088680177,1.123787708,1.080842225,1.065345687,1.107999928,1.116331206,1.131062008,1.124311558,1.130706617,1.197539297,1.093219407,1.174705634,1.151354813,1.122989552,1.118869862,1.095542112,1.136194838,1.222655389,1.126617169,1.117150337
2.64,1.215686881,1.314807094,1.454624405,1.279665247,1.240887431,1.37124103,1.273085621,1.177228339,1.421572277,1.387269061,1.331251304,1.360570404,1.419536683,1.404658149,1.452461189,1.402255923,1.219136399,1.399425697,1.303447452,1.41088795,1.482397043,1.282821193,1.460759458,1.432581245,1.211489013,1.356834461,1.146654939,1.201953988,1.10895205,1.241011959,1.175866024,1.31805216,1.367639587,1.208484523,1.417789201,1.244368629,1.183622439,1.394888724,1.152223946,1.078564414,1.274079935,1.420915066,1.310638673,1.328918678,1.343293142,1.26838986,1.287256157,1.158663695,1.139285275,1.376679856,1.045218711,1.181529975,1.356077228,1.391758001,1.159434565,1.394250181,1.361943773,1.199877222,1.13999399,1.334267013,1.094890635,1.094517273,1.071020639,1.083212903,1.077452009,1.082988612,1.087792728,1.067278093,1.08490752,1.165248696,1.105108282,1.079520628,1.116653556,1.092392365,1.102348262,1.104821185,1.108458408,1.134372578,1.116187465,1.10865949,1.178802225,1.108452467,1.107401206,1.139107364,1.105268092,1.087346711,1.122018561,1.079685996,1.064379886,1.106468672,1.114619199,1.129223475,1.122689629,1.128854616,1.195159263,1.091839047,1.172373766,1.149315447,1.121227516,1.117268867,1.094198826,1.134396725,1.219929592,1.124871471,1.115497333
2.75,1.213065745,1.311389633,1.453458952,1.277032807,1.238433779,1.369088875,1.27084338,1.174982626,1.420851481,1.38510949,1.328596408,1.358123036,1.418828219,1.403527329,1.451147547,1.400976005,1.216529657,1.397795787,1.300918424,1.409017373,1.481207164,1.280018307,1.460123946,1.430745593,1.208887869,1.354314094,1.144761526,1.199314053,1.107425677,1.23801033,1.17361587,1.315546113,1.365615047,1.206154395,1.416174497,1.242090428,1.181346741,1.393904797,1.150410144,1.077431467,1.271893553,1.420277021,1.308078832,1.32630993,1.340828241,1.265864087,1.284168707,1.156684258,1.137491459,1.375113425,1.044539542,1.179313653,1.354155998,1.38983574,1.157434966,1.392248556,1.359554252,1.197785698,1.138146463,1.33214196,1.093607498,1.093177108,1.069999017,1.082037358,1.076342017,1.081834154,1.086534443,1.066287316,1.083715582,1.163129067,1.10367357,1.078355129,1.115051257,1.091054482,1.100921975,1.103405554,1.106943247,1.132584882,1.11452643,1.107128588,1.176468311,1.106898569,1.105863281,1.137187477,1.103749037,1.086078243,1.120330404,1.078583805,1.063460717,1.105008522,1.112988413,1.127467326,1.121136038,1.127086625,1.192871702,1.090524875,1.170140311,1.147364119,1.119545788,1.115737219,1.092917008,1.132674837,1.217309647,1.123202873,1.113919327
2.86,1.21054511,1.308084859,1.45231863,1.274479927,1.236060822,1.366980404,1.268662439,1.172828329,1.420144095,1.382994071,1.32601024,1.355732031,1.418132731,1.402414218,1.449856526,1.39971787,1.214021111,1.396196882,1.298459146,1.40718401,1.480046369,1.277303829,1.459508073,1.428946564,1.206388166,1.351854985,1.142947611,1.19678374,1.10596957,1.235124751,1.171457065,1.313104539,1.363628495,1.203907376,1.414587451,1.239880514,1.179161471,1.392935241,1.148667274,1.076352584,1.269765473,1.419653064,1.305588476,1.323768955,1.338423006,1.263415235,1.28118281,1.154785353,1.135773256,1.373575487,1.043894918,1.177184517,1.352271734,1.387950308,1.155516923,1.390287199,1.357218018,1.195765637,1.136378474,1.330063624,1.092382089,1.09190037,1.069026665,1.080917306,1.075285138,1.080733063,1.085336542,1.065345959,1.082579213,1.161096531,1.102304061,1.077246628,1.113521684,1.08978071,1.0995618,1.102052649,1.105497545,1.130874787,1.112943124,1.105669165,1.174231935,1.105418679,1.104398155,1.135353651,1.102301782,1.084871097,1.118719016,1.077532689,1.06258554,1.103615665,1.111434431,1.125789381,1.119647493,1.125398313,1.190672666,1.089273218,1.168000709,1.145496549,1.117940224,1.114271492,1.091693393,1.131025514,1.214791134,1.121607515,1.112412423
2.97,1.208120951,1.304889351,1.451202582,1.272004348,1.233765938,1.364914823,1.266541217,1.170761444,1.419449609,1.380921903,1.323491236,1.353396214,1.417449725,1.401318353,1.448587506,1.398480936,1.211606931,1.394628175,1.296067798,1.405386955,1.478913617,1.274675092,1.458911031,1.427183213,1.203985803,1.349455723,1.141209528,1.19435819,1.104580061,1.232350677,1.169385643,1.310725979,1.361679362,1.201740463,1.413027489,1.237736969,1.17706283,1.391979673,1.146992356,1.075324802,1.267694219,1.419042641,1.303165837,1.321294165,1.336076111,1.261041042,1.27829538,1.152963429,1.134127158,1.372065372,1.04328275,1.175138928,1.350423786,1.386100948,1.153676813,1.388365202,1.354934019,1.193814578,1.134686231,1.328031078,1.091211381,1.090683552,1.068100789,1.079849672,1.074278393,1.079682459,1.084195627,1.064451106,1.081495391,1.159147194,1.100996307,1.076191859,1.112061033,1.088567485,1.098264176,1.100759275,1.104117646,1.129238477,1.111433412,1.104277354,1.172088646,1.104008707,1.103001848,1.133601565,1.100922454,1.083721816,1.117180395,1.076529855,1.061751871,1.102286499,1.109953082,1.124185668,1.118220862,1.123785573,1.188558354,1.088080614,1.165950587,1.143708653,1.116406891,1.11286843,1.090524894,1.129445269,1.212369785,1.120081727,1.110972932
3.08,1.205789365,1.301799713,1.450109987,1.269603834,1.231546553,1.362891345,1.264478154,1.168778121,1.418767537,1.378892098,1.321037831,1.351114418,1.41677873,1.400239293,1.447339891,1.397264646,1.209283397,1.393088887,1.293742579,1.403625326,1.477807908,1.272129464,1.458332047,1.425454624,1.201676801,1.34711491,1.139543769,1.192032726,1.103253674,1.22968368,1.167397783,1.308408975,1.359767075,1.199650728,1.411494052,1.235657896,1.17504715,1.391037726,1.14538252,1.074345328,1.265678329,1.418445227,1.300809164,1.318883979,1.333786237,1.258739277,1.27550336,1.151215079,1.132549812,1.370582434,1.042701085,1.173173374,1.348611507,1.384286916,1.151911157,1.386481677,1.352701204,1.191930111,1.133066111,1.326043398,1.09009251,1.089523347,1.067218762,1.078831563,1.073318983,1.078679628,1.083108499,1.063600024,1.080461266,1.157277317,1.099747052,1.075187757,1.110665703,1.08741145,1.09702574,1.099522399,1.102800088,1.127672319,1.109993376,1.102949502,1.170034176,1.102664795,1.101670606,1.131927104,1.099607389,1.082627144,1.115710749,1.075572674,1.060957376,1.101017621,1.10854042,1.122652417,1.116853163,1.122244505,1.186525116,1.086943801,1.163985762,1.141996546,1.114942061,1.111524939,1.089408598,1.127930779,1.210041484,1.118622024,1.109597358
3.19,1.203546577,1.298812584,1.449040055,1.26727618,1.229400151,1.360909187,1.262471708,1.166874659,1.418097419,1.376903779,1.318648468,1.34888548,1.416119299,1.399176615,1.446113109,1.396068464,1.207046906,1.391578265,1.291481713,1.401898265,1.476728281,1.269664352,1.457770386,1.423759905,1.199457309,1.344831165,1.137946975,1.18980285,1.101987116,1.227119459,1.165489812,1.306152073,1.357891062,1.197635318,1.409986596,1.233641422,1.173110896,1.39010905,1.143835007,1.073411527,1.263716361,1.417860316,1.298516722,1.316536823,1.331552074,1.256507748,1.272803725,1.149537029,1.131038009,1.369126047,1.042148099,1.171284466,1.346834259,1.382507487,1.150216619,1.384635756,1.350518527,1.190109891,1.131514659,1.324099671,1.089022772,1.088416645,1.066378119,1.077860257,1.072404275,1.07772201,1.082072152,1.062790154,1.079474152,1.155483314,1.098553218,1.074231441,1.109332285,1.086309443,1.095843317,1.098339152,1.101541596,1.126172859,1.108619311,1.101682162,1.168064431,1.101383308,1.100400884,1.130326356,1.098353127,1.08158402,1.114306487,1.074658671,1.060199863,1.099805817,1.107192724,1.121186049,1.115541565,1.120771416,1.184569444,1.085859706,1.162102233,1.140356528,1.113542197,1.110238082,1.088341752,1.126478886,1.207802268,1.117225097,1.108282392
3.3,1.201388939,1.295924647,1.447992027,1.26501921,1.227324267,1.358967572,1.260520355,1.165047504,1.417438814,1.374956087,1.316321597,1.346708248,1.415471007,1.398129913,1.444906605,1.394891875,1.204893965,1.390095587,1.289283445,1.400204938,1.475673813,1.267277211,1.457225342,1.422098195,1.197323606,1.342603122,1.136415939,1.187664242,1.100777267,1.224653841,1.163658198,1.303953829,1.356050749,1.19569146,1.408504591,1.231685702,1.17125066,1.389193312,1.142347158,1.072520913,1.261806892,1.41728743,1.296286801,1.314251137,1.329372327,1.2543443,1.270193495,1.147926141,1.129588685,1.367695609,1.041622087,1.169468943,1.345091409,1.380761947,1.148590002,1.382826594,1.348384948,1.188351631,1.130028579,1.322198985,1.087999612,1.087360516,1.06557654,1.07693319,1.071531789,1.076807189,1.081083758,1.062019099,1.078531516,1.153761749,1.097411897,1.073320204,1.108057554,1.085258485,1.094713912,1.097206811,1.100339074,1.124736813,1.107307711,1.100472082,1.166175496,1.10016082,1.09918934,1.128795604,1.097156396,1.080589565,1.112964211,1.073785515,1.059477273,1.098648053,1.105906481,1.11978317,1.114283376,1.119362807,1.182687976,1.084825435,1.16029618,1.138785079,1.112203951,1.109005069,1.087321759,1.125086581,1.205648326,1.115887805,1.107024901
