OTU1_C1,OTU2_C_c3variant?,OTU3_D1,OTU4_C_c3variant?,OTU5_C1,OTU6_D1a,OTU7_C_c3variant?,OTU8_A3,OTU10_micro,OTU12_C_c3variant?,OTU19_C_c3variant?,OTU21_C_c3variant?,OTU22_C,OTU23_C1,OTU24_C,OTU25_C_c3variant?,OUT27_C,OTU28_C_c3variant?,OTU29_C1,OTU32_C_c3variant?,OTU34_G4,OTU43_unknown,OTU44_C,OTU45_A,OTU46_C15,OTU47_C1,OTU51_C1,OTU53_C_c3variant?,OTU58_C1,OTU68_unknown,OTU75_E,OTU81_unknown,OTU86_c3variant?,OTU91_C,OTU95_unknown,OTU105_C1,OTU113_unknown,OTU120_D1,OTU123_unknown,OTU129_micro,OTU134_C1,OTU136_C_c3variant?,OTU148_unknown,OTU149_unknown,OTU165_C1,OTU169_C_c3variant?,OTU181_B1,OTU184_C_c3variant?,OTU185_unknown,OTU193_C,OTU196_A,OTU198_unknown,OTU200_G6,OTU201_D1a,OTU209_C,OTU223_C_c3variant?,OTU228_C,OTU233_unknown,OTU252_C,OTU285_C,OTU316_unknown,OTU320_unknown,OTU340_E_foram,OTU372_unknown,OTU375_unknown,OTU377_unknown,OTU379_unknown,OTU380_unknown,OTU381_unknown,OTU408_unknown,OTU409_unknown,OTU412_unknown,OTU415_unknown,OTU416_unknown,OTU422_unknown,OTU423_unknown,OTU431_unknown,OTU432_C_c3variant?,OTU437_C1,OTU438_unknown,OTU449_unknown,OTU451_C15,OTU453_unknown,OTU464_C1,OTU466_unknown,OTU472_unknown,OTU487_unknown,OTU494_unknown,OTU495_unknown,OTU498_unknown,OTU511_A13,OTU517_C,OTU519_unknown,OTU525_unknown,OTU530_C,OTU543_unknown,OTU546_unknown,OTU554_A3,OTU562_C_c3variant?,OTU569_C,OTU571_C,OTU572_unknown,OTU576_unknown,OTU581_unknown,OTU585_unknown,OTU588_E,OTU589_C_c3variant?,OTU597_D1,OTU600_unknown,OTU608_unknown,OTU615_unknown,OTU633_unknown,OTU634_unknown,OTU648_unknown,OTU649_unknown,OTU657_unknown,OTU679_unknown,OTU694_unknown,OTU702_unknown,OTU704_unknown,OTU710_unknown,OTU718_unknown,OTU724_C,OTU728_unknown,OTU730_C1,OTU731_C,OTU733_C1,OTU736_C1,OTU740_C,OTU741_C1,OTU743_C,OTU750_C,OTU760_C,OTU763_unknown,OTU774_unknown,OTU776_unknown,OTU783_C_c3variant?,OTU786_unknown,OTU796_unknown,OTU797_unknown,OTU798_unknown,OTU803_D1a,OTU814_unknown,OTU818_unknown,OTU833_C_c3variant?,OTU836_unknown,OTU846_C_c3variant?,OTU848_E_foram,OTU855_unknown,OTU860_C_c3variant?,OTU866_unknown,OTU867_unknown,OTU872_unknown,OTU878_unknown,OTU879_unknown,OTU880_unknown,OTU881_C_c3variant?,OTU886_C_c3variant?,OTU902_unknown,OTU903_unknown,OTU904_D1
0.960474308,0.422924901,0.4743083,0.434782609,0.391304348,0.509881423,0.418972332,0.355731225,0.387351779,0.422924901,0.438735178,0.415019763,0.391304348,0.648221344,0.403162055,0.399209486,0.43083004,0.43083004,0.391304348,0.42687747,0.498023715,0.308300395,0.588932806,0.359683794,0.940711462,0.664031621,0.296442688,0.367588933,1,0.339920949,0.355731225,0.391304348,0.458498024,0.901185771,0.347826087,0.347826087,0.308300395,0.411067194,0.249011858,0.407114625,0.944664032,0.43083004,0.28458498,0.300395257,0.968379447,0.391304348,0.549407115,0.43083004,0.300395257,0.466403162,0.422924901,0.288537549,0.490118577,0.462450593,0.292490119,0.415019763,0.422924901,0.300395257,0.960474308,0.343873518,0.260869565,0.296442688,0.335968379,0.320158103,0.296442688,0.288537549,0.312252964,0.300395257,0.320158103,0.300395257,0.217391304,0.268774704,0.296442688,0.324110672,0.288537549,0.249011858,0.241106719,0.363636364,0.901185771,0.33201581,0.312252964,0.632411067,0.304347826,0.916996047,0.335968379,0.252964427,0.335968379,0.296442688,0.256916996,0.308300395,0.399209486,0.482213439,0.316205534,0.288537549,0.363636364,0.320158103,0.288537549,0.391304348,0.42687747,0.300395257,0.960474308,0.363636364,0.324110672,0.304347826,0.324110672,0.264822134,0.371541502,0.339920949,0.300395257,0.316205534,0.288537549,0.264822134,0.324110672,0.339920949,0.260869565,0.304347826,0.324110672,0.292490119,0.260869565,0.343873518,0.339920949,0.288537549,0.956521739,0.324110672,0.288537549,0.928853755,0.565217391,0.217391304,0.948616601,0.351778656,0.960474308,0.960474308,0.458498024,0.288537549,0.288537549,0.268774704,0.434782609,0.288537549,0.328063241,0.300395257,0.33201581,0.490118577,0.320158103,0.320158103,0.422924901,0.256916996,0.42687747,0.367588933,0.249011858,0.446640316,0.304347826,0.292490119,0.288537549,0.312252964,0.355731225,0.320158103,0.42687747,0.446640316,0.233201581,0.335968379,0.407114625
0.335968379,0.300395257,0.328063241,0.288537549,0.320158103,0.320158103,0.316205534,0.351778656,0.296442688,0.296442688,0.328063241,0.272727273,0.324110672,0.312252964,0.324110672,0.280632411,0.292490119,0.292490119,0.28458498,0.300395257,0.312252964,0.272727273,0.316205534,0.308300395,0.328063241,0.304347826,0.268774704,0.280632411,0.339920949,1,0.304347826,0.312252964,0.304347826,0.320158103,0.260869565,0.308300395,0.33201581,0.320158103,0.264822134,0.324110672,0.339920949,0.280632411,0.328063241,0.355731225,0.339920949,0.288537549,0.300395257,0.316205534,0.304347826,0.335968379,0.312252964,0.260869565,0.296442688,0.328063241,0.33201581,0.292490119,0.316205534,0.304347826,0.335968379,0.296442688,0.245059289,0.264822134,0.324110672,0.320158103,0.28458498,0.304347826,0.308300395,0.328063241,0.276679842,0.355731225,0.316205534,0.296442688,0.272727273,0.245059289,0.324110672,0.343873518,0.33201581,0.328063241,0.316205534,0.335968379,0.316205534,0.308300395,0.308300395,0.316205534,0.312252964,0.292490119,0.316205534,0.308300395,0.256916996,0.339920949,0.320158103,0.347826087,0.33201581,0.280632411,0.316205534,0.343873518,0.252964427,0.320158103,0.312252964,0.292490119,0.335968379,0.296442688,0.312252964,0.328063241,0.272727273,0.304347826,0.343873518,0.347826087,0.33201581,0.324110672,0.316205534,0.320158103,0.312252964,0.316205534,0.252964427,0.268774704,0.316205534,0.292490119,0.233201581,0.280632411,0.300395257,0.296442688,0.33201581,0.296442688,0.260869565,0.324110672,0.335968379,0.280632411,0.328063241,0.296442688,0.335968379,0.339920949,0.304347826,0.351778656,0.320158103,0.28458498,0.296442688,0.304347826,0.300395257,0.343873518,0.28458498,0.339920949,0.300395257,0.351778656,0.304347826,0.335968379,0.304347826,0.300395257,0.272727273,0.339920949,0.304347826,0.272727273,0.320158103,0.355731225,0.33201581,0.256916996,0.304347826,0.292490119,0.292490119,0.28458498,0.296442688
0.367588933,0.367588933,0.347826087,0.351778656,0.343873518,0.359683794,0.371541502,0.343873518,0.37944664,0.343873518,0.371541502,0.375494071,0.339920949,0.33201581,0.355731225,0.383399209,0.387351779,0.347826087,0.371541502,0.343873518,0.383399209,0.355731225,0.351778656,0.399209486,0.363636364,0.335968379,0.28458498,0.375494071,0.355731225,0.304347826,1,0.268774704,0.33201581,0.391304348,0.272727273,0.351778656,0.28458498,0.347826087,0.28458498,0.339920949,0.359683794,0.367588933,0.320158103,0.292490119,0.363636364,0.391304348,0.355731225,0.312252964,0.280632411,0.37944664,0.387351779,0.347826087,0.415019763,0.347826087,0.292490119,0.395256917,0.355731225,0.268774704,0.367588933,0.33201581,0.288537549,0.264822134,0.28458498,0.316205534,0.300395257,0.292490119,0.280632411,0.272727273,0.256916996,0.339920949,0.23715415,0.316205534,0.351778656,0.335968379,0.280632411,0.23715415,0.343873518,0.33201581,0.328063241,0.304347826,0.292490119,0.347826087,0.308300395,0.375494071,0.276679842,0.343873518,0.296442688,0.296442688,0.296442688,0.300395257,0.411067194,0.347826087,0.308300395,0.312252964,0.304347826,0.320158103,0.292490119,0.351778656,0.371541502,0.264822134,0.367588933,0.292490119,0.288537549,0.28458498,0.249011858,0.264822134,0.347826087,0.371541502,0.292490119,0.324110672,0.288537549,0.268774704,0.312252964,0.296442688,0.264822134,0.28458498,0.292490119,0.28458498,0.268774704,0.268774704,0.328063241,0.308300395,0.371541502,0.308300395,0.276679842,0.359683794,0.371541502,0.221343874,0.367588933,0.343873518,0.367588933,0.371541502,0.383399209,0.260869565,0.256916996,0.288537549,0.363636364,0.343873518,0.276679842,0.276679842,0.312252964,0.339920949,0.288537549,0.320158103,0.351778656,0.296442688,0.371541502,0.276679842,0.292490119,0.37944664,0.312252964,0.264822134,0.272727273,0.276679842,0.300395257,0.233201581,0.371541502,0.371541502,0.256916996,0.300395257,0.312252964
0.387351779,0.292490119,0.339920949,0.316205534,0.347826087,0.33201581,0.300395257,0.328063241,0.316205534,0.296442688,0.328063241,0.300395257,0.276679842,0.37944664,0.33201581,0.300395257,0.300395257,0.324110672,0.300395257,0.324110672,0.33201581,0.245059289,0.375494071,0.316205534,0.375494071,0.383399209,0.308300395,0.316205534,0.391304348,0.312252964,0.268774704,1,0.335968379,0.371541502,0.343873518,0.343873518,0.292490119,0.316205534,0.28458498,0.33201581,0.383399209,0.312252964,0.363636364,0.28458498,0.387351779,0.316205534,0.363636364,0.335968379,0.328063241,0.347826087,0.304347826,0.280632411,0.316205534,0.355731225,0.292490119,0.312252964,0.33201581,0.264822134,0.387351779,0.300395257,0.276679842,0.304347826,0.308300395,0.272727273,0.268774704,0.312252964,0.28458498,0.288537549,0.324110672,0.339920949,0.260869565,0.268774704,0.225296443,0.296442688,0.312252964,0.276679842,0.272727273,0.308300395,0.367588933,0.252964427,0.324110672,0.367588933,0.260869565,0.371541502,0.328063241,0.276679842,0.304347826,0.292490119,0.28458498,0.304347826,0.343873518,0.367588933,0.339920949,0.241106719,0.28458498,0.328063241,0.292490119,0.308300395,0.300395257,0.324110672,0.387351779,0.363636364,0.304347826,0.33201581,0.28458498,0.264822134,0.320158103,0.343873518,0.296442688,0.272727273,0.335968379,0.268774704,0.296442688,0.324110672,0.280632411,0.304347826,0.367588933,0.272727273,0.320158103,0.320158103,0.276679842,0.304347826,0.383399209,0.324110672,0.324110672,0.387351779,0.363636364,0.264822134,0.383399209,0.304347826,0.387351779,0.387351779,0.320158103,0.328063241,0.312252964,0.316205534,0.312252964,0.320158103,0.280632411,0.316205534,0.312252964,0.335968379,0.300395257,0.304347826,0.355731225,0.320158103,0.296442688,0.335968379,0.308300395,0.335968379,0.304347826,0.308300395,0.280632411,0.320158103,0.375494071,0.324110672,0.296442688,0.316205534,0.264822134,0.308300395,0.320158103
0.446640316,0.486166008,0.395256917,0.498023715,0.292490119,0.375494071,0.450592885,0.395256917,0.359683794,0.486166008,0.470355731,0.584980237,0.482213439,0.407114625,0.537549407,0.561264822,0.415019763,0.486166008,0.490118577,0.608695652,0.383399209,0.292490119,0.383399209,0.359683794,0.442687747,0.411067194,0.245059289,0.42687747,0.458498024,0.304347826,0.33201581,0.335968379,1,0.434782609,0.304347826,0.280632411,0.296442688,0.351778656,0.300395257,0.363636364,0.458498024,0.490118577,0.343873518,0.256916996,0.458498024,0.553359684,0.407114625,0.541501976,0.28458498,0.371541502,0.375494071,0.23715415,0.387351779,0.383399209,0.249011858,0.557312253,0.328063241,0.324110672,0.446640316,0.335968379,0.280632411,0.312252964,0.367588933,0.316205534,0.268774704,0.264822134,0.272727273,0.316205534,0.312252964,0.304347826,0.241106719,0.296442688,0.292490119,0.280632411,0.264822134,0.316205534,0.276679842,0.470355731,0.403162055,0.300395257,0.324110672,0.418972332,0.304347826,0.42687747,0.300395257,0.256916996,0.328063241,0.288537549,0.245059289,0.296442688,0.367588933,0.387351779,0.28458498,0.288537549,0.268774704,0.320158103,0.264822134,0.403162055,0.47826087,0.304347826,0.446640316,0.324110672,0.316205534,0.292490119,0.296442688,0.245059289,0.47826087,0.256916996,0.28458498,0.276679842,0.276679842,0.288537549,0.28458498,0.276679842,0.245059289,0.292490119,0.292490119,0.316205534,0.280632411,0.308300395,0.272727273,0.260869565,0.442687747,0.264822134,0.260869565,0.418972332,0.367588933,0.233201581,0.442687747,0.328063241,0.446640316,0.446640316,0.442687747,0.292490119,0.280632411,0.276679842,0.482213439,0.300395257,0.268774704,0.268774704,0.296442688,0.391304348,0.328063241,0.288537549,0.577075099,0.292490119,0.482213439,0.292490119,0.288537549,0.466403162,0.292490119,0.300395257,0.276679842,0.288537549,0.276679842,0.276679842,0.482213439,0.490118577,0.308300395,0.264822134,0.355731225
0.913043478,0.403162055,0.454545455,0.403162055,0.407114625,0.513833992,0.434782609,0.367588933,0.363636364,0.391304348,0.450592885,0.407114625,0.407114625,0.660079051,0.418972332,0.411067194,0.42687747,0.399209486,0.391304348,0.42687747,0.486166008,0.300395257,0.581027668,0.367588933,0.901185771,0.664031621,0.292490119,0.371541502,0.901185771,0.320158103,0.391304348,0.371541502,0.434782609,1,0.343873518,0.407114625,0.28458498,0.415019763,0.260869565,0.391304348,0.893280632,0.415019763,0.276679842,0.292490119,0.924901186,0.422924901,0.557312253,0.422924901,0.312252964,0.482213439,0.399209486,0.300395257,0.498023715,0.462450593,0.288537549,0.418972332,0.415019763,0.324110672,0.913043478,0.367588933,0.280632411,0.320158103,0.335968379,0.33201581,0.288537549,0.312252964,0.316205534,0.33201581,0.304347826,0.312252964,0.217391304,0.260869565,0.308300395,0.339920949,0.288537549,0.260869565,0.241106719,0.363636364,0.853754941,0.328063241,0.304347826,0.656126482,0.300395257,0.901185771,0.355731225,0.264822134,0.351778656,0.272727273,0.249011858,0.28458498,0.43083004,0.486166008,0.296442688,0.292490119,0.339920949,0.312252964,0.292490119,0.387351779,0.407114625,0.288537549,0.913043478,0.351778656,0.316205534,0.335968379,0.324110672,0.264822134,0.37944664,0.339920949,0.276679842,0.300395257,0.28458498,0.252964427,0.351778656,0.339920949,0.272727273,0.33201581,0.300395257,0.288537549,0.252964427,0.33201581,0.359683794,0.308300395,0.909090909,0.324110672,0.276679842,0.877470356,0.553359684,0.217391304,0.909090909,0.367588933,0.913043478,0.909090909,0.442687747,0.296442688,0.288537549,0.260869565,0.395256917,0.292490119,0.328063241,0.28458498,0.335968379,0.470355731,0.308300395,0.324110672,0.42687747,0.280632411,0.407114625,0.359683794,0.249011858,0.458498024,0.292490119,0.268774704,0.280632411,0.347826087,0.335968379,0.328063241,0.407114625,0.411067194,0.245059289,0.320158103,0.387351779
0.347826087,0.304347826,0.296442688,0.304347826,0.292490119,0.28458498,0.308300395,0.296442688,0.245059289,0.300395257,0.328063241,0.276679842,0.292490119,0.324110672,0.312252964,0.320158103,0.308300395,0.308300395,0.296442688,0.324110672,0.28458498,0.276679842,0.324110672,0.28458498,0.335968379,0.292490119,0.292490119,0.276679842,0.347826087,0.260869565,0.272727273,0.343873518,0.304347826,0.343873518,1,0.296442688,0.320158103,0.260869565,0.288537549,0.308300395,0.347826087,0.304347826,0.264822134,0.288537549,0.359683794,0.320158103,0.308300395,0.339920949,0.296442688,0.260869565,0.245059289,0.252964427,0.308300395,0.296442688,0.328063241,0.335968379,0.245059289,0.276679842,0.347826087,0.335968379,0.304347826,0.304347826,0.300395257,0.304347826,0.260869565,0.280632411,0.320158103,0.328063241,0.300395257,0.347826087,0.312252964,0.280632411,0.312252964,0.308300395,0.324110672,0.312252964,0.339920949,0.308300395,0.320158103,0.33201581,0.33201581,0.320158103,0.316205534,0.320158103,0.292490119,0.320158103,0.316205534,0.304347826,0.296442688,0.347826087,0.300395257,0.296442688,0.320158103,0.264822134,0.292490119,0.280632411,0.249011858,0.312252964,0.308300395,0.312252964,0.347826087,0.355731225,0.320158103,0.343873518,0.292490119,0.312252964,0.304347826,0.304347826,0.355731225,0.320158103,0.28458498,0.371541502,0.308300395,0.355731225,0.308300395,0.316205534,0.260869565,0.300395257,0.312252964,0.300395257,0.33201581,0.28458498,0.347826087,0.312252964,0.300395257,0.347826087,0.288537549,0.276679842,0.343873518,0.324110672,0.347826087,0.351778656,0.304347826,0.312252964,0.308300395,0.292490119,0.312252964,0.304347826,0.296442688,0.343873518,0.347826087,0.296442688,0.33201581,0.300395257,0.280632411,0.33201581,0.308300395,0.28458498,0.276679842,0.335968379,0.288537549,0.312252964,0.28458498,0.324110672,0.292490119,0.292490119,0.308300395,0.316205534,0.225296443,0.288537549,0.272727273
0.351778656,0.304347826,0.335968379,0.308300395,0.363636364,0.367588933,0.316205534,0.375494071,0.347826087,0.292490119,0.328063241,0.288537549,0.359683794,0.391304348,0.347826087,0.304347826,0.316205534,0.312252964,0.296442688,0.300395257,0.383399209,0.324110672,0.351778656,0.399209486,0.343873518,0.367588933,0.288537549,0.233201581,0.347826087,0.308300395,0.351778656,0.343873518,0.280632411,0.407114625,0.296442688,1,0.268774704,0.33201581,0.288537549,0.359683794,0.347826087,0.312252964,0.304347826,0.343873518,0.355731225,0.304347826,0.343873518,0.280632411,0.292490119,0.343873518,0.367588933,0.249011858,0.324110672,0.347826087,0.367588933,0.304347826,0.395256917,0.280632411,0.351778656,0.320158103,0.292490119,0.304347826,0.343873518,0.320158103,0.280632411,0.28458498,0.260869565,0.300395257,0.316205534,0.316205534,0.272727273,0.308300395,0.268774704,0.249011858,0.324110672,0.304347826,0.276679842,0.308300395,0.328063241,0.316205534,0.28458498,0.343873518,0.328063241,0.339920949,0.308300395,0.312252964,0.280632411,0.300395257,0.308300395,0.296442688,0.343873518,0.347826087,0.300395257,0.272727273,0.347826087,0.328063241,0.288537549,0.316205534,0.308300395,0.296442688,0.351778656,0.280632411,0.288537549,0.359683794,0.268774704,0.308300395,0.316205534,0.470355731,0.288537549,0.268774704,0.343873518,0.268774704,0.316205534,0.359683794,0.280632411,0.33201581,0.320158103,0.256916996,0.252964427,0.320158103,0.335968379,0.339920949,0.351778656,0.296442688,0.268774704,0.328063241,0.37944664,0.249011858,0.355731225,0.470355731,0.351778656,0.351778656,0.335968379,0.312252964,0.328063241,0.296442688,0.304347826,0.328063241,0.296442688,0.292490119,0.320158103,0.351778656,0.343873518,0.355731225,0.288537549,0.316205534,0.308300395,0.320158103,0.268774704,0.335968379,0.339920949,0.324110672,0.296442688,0.324110672,0.288537549,0.264822134,0.308300395,0.324110672,0.28458498,0.268774704,0.304347826
0.304347826,0.300395257,0.351778656,0.312252964,0.328063241,0.292490119,0.312252964,0.33201581,0.343873518,0.320158103,0.300395257,0.268774704,0.351778656,0.300395257,0.328063241,0.264822134,0.308300395,0.324110672,0.280632411,0.320158103,0.320158103,0.308300395,0.316205534,0.355731225,0.300395257,0.276679842,0.28458498,0.316205534,0.308300395,0.33201581,0.28458498,0.292490119,0.296442688,0.28458498,0.320158103,0.268774704,1,0.316205534,0.264822134,0.339920949,0.288537549,0.304347826,0.296442688,0.328063241,0.296442688,0.276679842,0.28458498,0.296442688,0.288537549,0.304347826,0.351778656,0.296442688,0.324110672,0.343873518,0.359683794,0.272727273,0.33201581,0.292490119,0.304347826,0.296442688,0.264822134,0.316205534,0.33201581,0.328063241,0.260869565,0.312252964,0.308300395,0.328063241,0.300395257,0.351778656,0.324110672,0.339920949,0.280632411,0.304347826,0.280632411,0.33201581,0.324110672,0.296442688,0.268774704,0.316205534,0.276679842,0.292490119,0.28458498,0.288537549,0.260869565,0.28458498,0.288537549,0.280632411,0.280632411,0.316205534,0.335968379,0.308300395,0.296442688,0.288537549,0.300395257,0.335968379,0.272727273,0.335968379,0.312252964,0.316205534,0.304347826,0.276679842,0.33201581,0.316205534,0.351778656,0.296442688,0.272727273,0.316205534,0.320158103,0.328063241,0.28458498,0.304347826,0.280632411,0.339920949,0.316205534,0.316205534,0.308300395,0.272727273,0.276679842,0.245059289,0.339920949,0.272727273,0.304347826,0.292490119,0.320158103,0.288537549,0.300395257,0.256916996,0.304347826,0.355731225,0.304347826,0.304347826,0.300395257,0.316205534,0.288537549,0.316205534,0.304347826,0.296442688,0.28458498,0.292490119,0.304347826,0.347826087,0.347826087,0.292490119,0.335968379,0.268774704,0.304347826,0.328063241,0.320158103,0.320158103,0.245059289,0.304347826,0.272727273,0.280632411,0.324110672,0.304347826,0.304347826,0.308300395,0.292490119,0.312252964,0.316205534
0.407114625,0.383399209,0.43083004,0.359683794,0.399209486,0.438735178,0.355731225,0.415019763,0.351778656,0.375494071,0.367588933,0.367588933,0.355731225,0.403162055,0.371541502,0.308300395,0.37944664,0.347826087,0.371541502,0.37944664,0.399209486,0.28458498,0.387351779,0.351778656,0.403162055,0.418972332,0.328063241,0.355731225,0.411067194,0.320158103,0.347826087,0.316205534,0.351778656,0.415019763,0.260869565,0.33201581,0.316205534,1,0.252964427,0.371541502,0.395256917,0.355731225,0.367588933,0.292490119,0.403162055,0.324110672,0.418972332,0.363636364,0.264822134,0.438735178,0.363636364,0.308300395,0.391304348,0.422924901,0.316205534,0.316205534,0.375494071,0.288537549,0.407114625,0.359683794,0.312252964,0.335968379,0.316205534,0.304347826,0.328063241,0.300395257,0.300395257,0.260869565,0.335968379,0.300395257,0.272727273,0.296442688,0.292490119,0.320158103,0.272727273,0.272727273,0.280632411,0.391304348,0.367588933,0.296442688,0.304347826,0.418972332,0.308300395,0.418972332,0.33201581,0.272727273,0.276679842,0.288537549,0.272727273,0.312252964,0.399209486,0.403162055,0.308300395,0.276679842,0.320158103,0.272727273,0.268774704,0.387351779,0.391304348,0.343873518,0.407114625,0.312252964,0.312252964,0.268774704,0.276679842,0.308300395,0.375494071,0.320158103,0.320158103,0.288537549,0.276679842,0.260869565,0.320158103,0.272727273,0.292490119,0.324110672,0.33201581,0.324110672,0.260869565,0.260869565,0.33201581,0.304347826,0.407114625,0.28458498,0.264822134,0.375494071,0.43083004,0.225296443,0.407114625,0.320158103,0.407114625,0.411067194,0.418972332,0.300395257,0.280632411,0.320158103,0.351778656,0.316205534,0.272727273,0.316205534,0.33201581,0.418972332,0.288537549,0.308300395,0.363636364,0.300395257,0.387351779,0.33201581,0.268774704,0.375494071,0.296442688,0.300395257,0.324110672,0.268774704,0.320158103,0.328063241,0.387351779,0.355731225,0.256916996,0.308300395,0.375494071
0.245059289,0.296442688,0.288537549,0.292490119,0.264822134,0.268774704,0.296442688,0.241106719,0.304347826,0.300395257,0.308300395,0.296442688,0.312252964,0.260869565,0.28458498,0.324110672,0.256916996,0.304347826,0.324110672,0.260869565,0.245059289,0.312252964,0.252964427,0.292490119,0.241106719,0.264822134,0.280632411,0.276679842,0.249011858,0.264822134,0.28458498,0.28458498,0.300395257,0.260869565,0.288537549,0.288537549,0.264822134,0.252964427,1,0.296442688,0.249011858,0.296442688,0.260869565,0.316205534,0.252964427,0.33201581,0.296442688,0.304347826,0.249011858,0.245059289,0.296442688,0.276679842,0.316205534,0.268774704,0.308300395,0.324110672,0.292490119,0.276679842,0.245059289,0.264822134,0.280632411,0.316205534,0.28458498,0.308300395,0.324110672,0.359683794,0.256916996,0.339920949,0.339920949,0.324110672,0.339920949,0.312252964,0.316205534,0.328063241,0.304347826,0.296442688,0.288537549,0.296442688,0.213438735,0.272727273,0.308300395,0.276679842,0.312252964,0.256916996,0.312252964,0.280632411,0.292490119,0.320158103,0.260869565,0.304347826,0.252964427,0.288537549,0.276679842,0.304347826,0.308300395,0.312252964,0.280632411,0.276679842,0.296442688,0.320158103,0.245059289,0.316205534,0.304347826,0.268774704,0.343873518,0.288537549,0.304347826,0.292490119,0.308300395,0.23715415,0.328063241,0.300395257,0.339920949,0.300395257,0.272727273,0.288537549,0.296442688,0.288537549,0.288537549,0.304347826,0.292490119,0.276679842,0.245059289,0.280632411,0.264822134,0.249011858,0.288537549,0.213438735,0.252964427,0.256916996,0.245059289,0.245059289,0.280632411,0.33201581,0.308300395,0.347826087,0.304347826,0.355731225,0.288537549,0.312252964,0.304347826,0.28458498,0.33201581,0.264822134,0.312252964,0.296442688,0.300395257,0.300395257,0.304347826,0.308300395,0.387351779,0.335968379,0.28458498,0.320158103,0.296442688,0.304347826,0.300395257,0.296442688,0.280632411,0.304347826,0.256916996
0.407114625,0.335968379,0.375494071,0.351778656,0.355731225,0.371541502,0.339920949,0.541501976,0.624505929,0.324110672,0.367588933,0.316205534,0.335968379,0.415019763,0.371541502,0.339920949,0.387351779,0.355731225,0.367588933,0.415019763,0.434782609,0.320158103,0.399209486,0.501976285,0.411067194,0.422924901,0.308300395,0.343873518,0.407114625,0.324110672,0.339920949,0.33201581,0.363636364,0.391304348,0.308300395,0.359683794,0.339920949,0.371541502,0.296442688,1,0.407114625,0.343873518,0.304347826,0.288537549,0.411067194,0.339920949,0.363636364,0.391304348,0.320158103,0.411067194,0.608695652,0.268774704,0.422924901,0.375494071,0.335968379,0.347826087,0.43083004,0.28458498,0.407114625,0.351778656,0.288537549,0.312252964,0.371541502,0.276679842,0.308300395,0.320158103,0.312252964,0.28458498,0.296442688,0.320158103,0.280632411,0.288537549,0.260869565,0.292490119,0.288537549,0.268774704,0.296442688,0.335968379,0.367588933,0.292490119,0.308300395,0.407114625,0.316205534,0.387351779,0.339920949,0.296442688,0.316205534,0.335968379,0.280632411,0.324110672,0.509881423,0.395256917,0.324110672,0.292490119,0.308300395,0.351778656,0.288537549,0.541501976,0.343873518,0.304347826,0.407114625,0.312252964,0.304347826,0.292490119,0.320158103,0.316205534,0.33201581,0.355731225,0.339920949,0.320158103,0.320158103,0.296442688,0.304347826,0.304347826,0.308300395,0.300395257,0.288537549,0.300395257,0.292490119,0.288537549,0.328063241,0.264822134,0.407114625,0.304347826,0.296442688,0.367588933,0.367588933,0.245059289,0.411067194,0.324110672,0.407114625,0.407114625,0.371541502,0.241106719,0.304347826,0.296442688,0.343873518,0.296442688,0.28458498,0.320158103,0.351778656,0.383399209,0.328063241,0.320158103,0.375494071,0.233201581,0.339920949,0.339920949,0.316205534,0.37944664,0.335968379,0.320158103,0.320158103,0.312252964,0.304347826,0.328063241,0.339920949,0.359683794,0.256916996,0.268774704,0.33201581
0.956521739,0.415019763,0.494071146,0.43083004,0.399209486,0.517786561,0.418972332,0.351778656,0.383399209,0.418972332,0.442687747,0.415019763,0.37944664,0.664031621,0.403162055,0.403162055,0.418972332,0.43083004,0.375494071,0.411067194,0.505928854,0.308300395,0.596837945,0.343873518,0.936758893,0.671936759,0.300395257,0.363636364,0.944664032,0.339920949,0.359683794,0.383399209,0.458498024,0.893280632,0.347826087,0.347826087,0.288537549,0.395256917,0.249011858,0.407114625,1,0.42687747,0.280632411,0.300395257,0.956521739,0.391304348,0.545454545,0.42687747,0.296442688,0.462450593,0.418972332,0.272727273,0.509881423,0.482213439,0.300395257,0.418972332,0.43083004,0.316205534,0.956521739,0.351778656,0.272727273,0.328063241,0.335968379,0.316205534,0.28458498,0.296442688,0.300395257,0.316205534,0.328063241,0.292490119,0.233201581,0.288537549,0.292490119,0.335968379,0.304347826,0.256916996,0.229249012,0.343873518,0.897233202,0.33201581,0.324110672,0.652173913,0.316205534,0.913043478,0.355731225,0.264822134,0.339920949,0.296442688,0.252964427,0.308300395,0.391304348,0.486166008,0.324110672,0.308300395,0.347826087,0.324110672,0.280632411,0.387351779,0.418972332,0.288537549,0.956521739,0.359683794,0.324110672,0.308300395,0.312252964,0.260869565,0.355731225,0.347826087,0.300395257,0.296442688,0.292490119,0.276679842,0.33201581,0.33201581,0.264822134,0.308300395,0.300395257,0.28458498,0.260869565,0.351778656,0.347826087,0.292490119,0.95256917,0.33201581,0.280632411,0.913043478,0.581027668,0.221343874,0.936758893,0.367588933,0.956521739,0.95256917,0.458498024,0.292490119,0.312252964,0.28458498,0.43083004,0.288537549,0.308300395,0.288537549,0.33201581,0.509881423,0.33201581,0.324110672,0.418972332,0.268774704,0.418972332,0.375494071,0.23715415,0.450592885,0.308300395,0.292490119,0.296442688,0.320158103,0.363636364,0.316205534,0.418972332,0.442687747,0.241106719,0.328063241,0.42687747
